Screen Name, Description, User ID, Followers Count 
JosephF33167673, "Self owner", 769494694971580416, 188 
Lockhart89ag, "I don't check out messages on Twitter, therefore please contact me on Snapchat nick: Lonelygirl199x if you want to chat as well as share images", 767931076299808768, 35 
faz3_al, "[parody Account]", 3840486197, 28 
BizPlanReview, "Providing capital funding and managerial guidance for a #smallbiz, #entrepreneur, or #startup. Let Biz Plan Review (https://t.co/s0YxJj2bRA) improve your biz.", 4723581259, 20535 
negromike18, "... Discreto .. y cabezón..!", 2683604051, 523 
Visheshsaroha73, "I am not concerned with  others;  I have my own axe to grind", 349689784, 389 
BrainstormPsych, "Understanding people and behaviours.", 1257499482, 8226 
frasesdeGerson, "Professor Gerson (Fake)", 2707707080, 4728 
kimgeddes, "Merging education and experience in engineering and educational psychology to develop and deliver STEM curricula, training, and assessments.", 59133179, 1191 
LioIeYendCanCR, "Un poco de humor, Un poco de bajon, Un poco de amor, ⚡️Seguime y te sigo⚡️ 🌟Activa las notificaciones🌟", 2898452542, 6202 
buyyourcribnow, "Florida Realtor_ Residential/Commercial Negotiator+Mediator+Peacemaker", 25817080, 166 
rickc500, "", 48936674, 83 
cryptic45, "Black country born and bred. Love my crazy gentle labrador and parrot.A big animal lover. Love anything paranormal and enjoy reading,photography& model making.", 215761546, 939 
elliot_moss, "Director Biz Development @mishcon_de_reya Presenter #jazzshapers @Jazzfm + BA High Life, Chair @inmidtownbuzz , Development Board @londonsymphony", 395397483, 1767 
realemailmkting, "", 717951356896579586, 930 
brehlux, "French PPC Lover - Paid Media Specialist at @WhitedotNet  - Happiness Activist - Clairette de Die Drinker", 862882268, 215 
community4biz, "Community4business is een #Netwerk- en #Businessclub voor #MKB en #ZZP.Live video chat,Groepen,Forum en #Evenementen #Kennis delen was nog nooit zo leuk !", 46113908, 48910 
scribblingmedia, "Helping companies communicate in more powerful & effective ways using whiteboard animations. Email info@scribbling.media for more info and examples", 4737892342, 1340 
raksha360, "Dreamer", 38142839, 676 
ArtsaiMasai, "", 410733854, 332 
followerman67, "following people to make them happy", 771632315046899712, 636 
vanettid, "#Strategy of #Digital #Communication & #Change #Management - Head of @Smart_Cycle - Student #IAE - Tweet #innovation #startup #frenchtech #smartcity #SEM", 207499493, 2238 
RBaranger, "#Marketing Director. #digital #socialmedia #AI #CX #CognitiveComputing. Also fan about #cooking #gardening #fishing #travelling. #Breizhoneg. Tweets are my own", 480389147, 4361 
rbsturm, "Curious about #creativity and #management to improve #content. #create #curate #collaborate #orchestrate - get #storytelling to the next level", 301954412, 29 
nabinabi0115, "", 734373879041269762, 386 
Nikos_WA, "Hello Everyone!   I am an Internet Marketer and owner of https://t.co/rLq6HbP3qz. You can start your online #business today and become the boss of yourself.", 769954533854289920, 342 
aylove4real, "A Democrat with vision and passion to make Nigeria great.", 772009188318937088, 9 
motocoaster, "The Bard of the Age // Founder and CEO of Geostellar", 1148189335, 691 
sas_freeman, "Stroke survivor and mentor - artist - author - speaker              ''If you can't handle me at my worse then you don't deserve me at my best'' - Marilyn Monroe", 2345443888, 815 
abbas_192, "سبحان الله وبحمده 
سبحان الله العظيم ....", 410457085, 237574 
mo3ty2002, "(كبير المحللين الفنيين بشركة التداول الذكي) فوركس forex", 100873507, 4713 
HippyLoft, "The most important kind of freedom is to be what you really are. There can't be any large scale revolution until there's a personal one first.. Jim Morrison", 2191481728, 4700 
sgf_fab, "SGF Fab are manufacturers and suppliers of cranes , material handling equipment and industrial fabrications.", 763978713415290880, 160 
eMarketing_Inst, "100% FREE Digital Marketing Courses, Ebooks and Certifications. #SEOCourse #SEO #PPC #Adwords #Google #WebAnalytics #DigitalMarketing #PayPerClick #SocialMedia", 2774728460, 576 
Cadman_Domains, "Great value web hosting and domain registrations. #domains #hosting #ssl #email #wordpress #blog  https://t.co/FjpZqohEnk", 748670305422368768, 1038 
janebgonzalez90, "Fitness Freak, Advertiser, Publisher, Follower Zodiac Sign: Virgo", 4185824421, 80 
NewRealmsChurch, "New Realms Christian Centre is one of the fast rising word believing church in Ibadan. It's focus is on spiritual and mental building of the saints.", 4383078923, 23 
iZigg, "Go Where The Eyes Are: Harness the power of mobile using SMS technology. Imagine connecting within seconds to the people you need to reach.", 119270272, 3986 
kaidoagency, "Antidote to your digital complexity. Cunning #growthhacking,  Passionate about #digitalmarketing, Creative about #socialmedia.", 752870764420952065, 1370 
WonkBridge, "The only student-led technology-focused publication. We give a voice to the voiceless in the tech world. Find us on Facebook and Medium too!", 769558062466232324, 103 
OnesmusKalei, "cool", 326771983, 106 
xaviroca1, "Apasionado por el #liderazgo #marketing y #marcapersonal Socio y consultor en @smartmarketingt Profesor y conferenciante. Autor del libro Desmárcate", 214237258, 11006 
OrganizayPunto, "Servicios integrales a empresas y particulares, a precios competitivos y con garantía profesional.", 632749937, 18471 
qtriangle, "Qtriangle Is #eCommerceSolution Company, Having Expertise In #eCommerce #WebDesign & #WebsiteDevelopment, #eCommerceConsulting, #SEO And #CodingServices", 80088670, 440 
SWAKBPO, "The perfect place to work! 

Unit 7B, Philexcel Business Park, M. Roxas Highway, Clarkfield, Pampanga", 755578897668775936, 53 
WongYK8, "Live Your Life Well, Stay Low Profile, Give Credit To Others, Be Happy!", 2500233264, 1676 
best_of_igram, "#bestof #instagram", 750355570960531456, 400 
PdDhali, "I am a student and I have job at airtel telecom in Bajua that is my home town.", 2999488232, 272 
mindmorphing, "Trainee Cognitive Hypnotherapist. Getting happier and healthier one thought at a time.", 760370035785433088, 125 
Jack262913531, "", 770267216700907520, 51 
geoffbellamy, "Helping others build confidence makes me feel more confidence.Love my Wife & daughter Sarah, Son Paul & three Grandchildren with another on the way in December", 193622128, 545 
mynameiskaylag, "My goal is to work in digital marketing at a media company in one year.", 3029177826, 183 
jingamazing, "", 4880044768, 4 
LSchaetzel, "Community Manager @hecparis tweet éducation sup, social media, et seo. Parle aussi musique @diveintosun", 2780855647, 168 
mobile_freakz, "We bring you the latest news from the world of tech..", 3013152115, 379 
kkuldeep, "Founder UXArmy, Loves all things UX", 16082982, 723 
Moreno, "Professional Tattoo Artist ( Account managed by @1Of1Ink )", 22686121, 327581 
postmycontent, "When it comes to social media and technology, we have the tools and expertise to help you and your business get found, get noticed, and get results. #followback", 1184727055, 1688 
profitcopilot, "I've been a #webmaster #entrepreneur since the 90's, I love #marketing, #digitalmarketing, #internetmarketing, #onlinemarketing etc, #blogging and #copywriting", 30249726, 2362 
abhisheksam90, "", 274651857, 41 
Redmaroonteam, "", 744124883878084609, 217 
HechtAnton, "Absolvent al Facultatii de Mecanica, Universitatea din Brasov. Pensionar", 755473309265977344, 784 
gr8benj, "#VIPS @ELITE_LEGENDZ_ @vivaciousStar2 @djombic_ @BrettCateley #MuzikkZone #MGWV #TFBJP #TM1DN..................... I FOLLOWBACK 100% ***( NO DM'S)***", 54731290, 112677 
IdigicNet, "https://t.co/5l2xCRJxYO can help you to gain #followers to your Instagram profile in a convenient way. Advertising on #Instagram driving customers to your site.", 4792701022, 1148 
vickymeghwal20, "Hum''' Sar'' Jukate Nahi'''Utathe '''hai", 771930009116274688, 14 
msvalentina55, "#ProductReviewer #smiley360
 #influenster #tomoson  #crowdtap #bzzagent #amazon #followforfollow #productreviewer #amazon", 750137164051025920, 1417 
Cons_AE, "Helping consumers find the best products and avoiding potential scams.", 1476222156, 6742 
dominguezruth, "#Periodista, #Publicista y #Comunicadora Corporativa de primer nivel, #DirCom e hija abnegada, hermana cariñosa y amiga fiel.", 322711187, 691 
miguelfigue3, "", 771921148439322624, 4 
Jeremy_VanCity, "#EmploymentServices #HumanResources #TrainingandDevelopment #CanadianPayroll #Accounting  #CustomerService #Sales #Socialservices", 603940690, 1337 
IM_with_Joe, "Learn making $$$ with Internet Marketing!Download your free Internet Marketing Guide from my website https://t.co/aEaMy9OL1q as a thank you for following me", 1900157598, 2149 
b3a0346576984f6, "‏‏بيتى وعيلتى كل دنيتى بحب الاهلى اووى مش متعصب بس معنى أهلى يعنى عيلتى وإلى يقرب من عيلتى هشلوحه   عصبى بس قلبى ابيض مبحبش الرغى", 3162086596, 893 
mdkobir83877042, "কুৎসিত মন একটি সুন্দর মুখের সমস্ত সৌন্দর্য কেড়ে নেয়।", 732586421786054656, 474 
dongraffam, "Dir of Church Partnerships in the Eagle Brook Association. A ministry of @eaglebrookmn committed to serving other leaders.", 64421489, 677 
pri_smilez, "Daughter,Content Marketeer,Friend, Believer. Dance Lover.Curious soul. Love people and things that make me smile.Prefer honest rudeness to dishonest politeness.", 104216886, 137 
KatzenworldBlog, "All about #cats, #cat events, #cat charity, #katzenworld product reviews. Contact us via info@katzenworld.co.uk to publish your own #cat story on our Blog. :)", 2482675633, 22184 
video_listings, "Provide #video production services? Gain exposure by adding your biz to our #video directory https://t.co/jyBhGrbfi4", 765811093268672512, 1982 
rgns567, "Comuter and Network Service Company", 715233468205047808, 170 
Bebee_Stories, "beBee Brand Ambassador", 766514166509277184, 287 
Jayakum85780740, "", 757698952401518593, 9 
PNWTechLawyer, "#attorney/ #patentattorney working with start-ups and emerging companies, #founder , #entrepeneur, #runner, #triathlete", 2835628676, 221 
LeasJoycelyn, "In the world of science.it is good to open avenues for new https://t.co/avWCm4TUtG field is the best area to invest your energy in.", 764266946346885121, 322 
starbrained, "digital mind factory {cc: @jaishajansena} ➤➤the pearl blossoms because the first scream echoes + the echoes expand. ➤➤https://t.co/a27xJVquvo", 3434667947, 33 
AliceHill, "Gadgets, Games, Geek, former head of CNET, Slashdot, SourceForge, Dice, CTO at eBay, and now Pres. of Kelleher Digital and CTO of Kelleher International", 11774542, 26484 
bbjameswriter, "BBJames , Writer/ Author of Romance thrillers.Mother/ glam gran/ avid creator", 4861270143, 199 
Signority, "Say goodbye to the old print-sign-scan ways. Use our #eSignature solution for signing anywhere & on any device. Get your FREE account! https://t.co/09uGShL2EP", 279797376, 1013 
PurpleForte, "Manage a #CleaningService? Let's talk! Get your own #CleaningFranchise for under 10,000 #CleaningFranchises #MaidFranchises #CleaningBusiness #NewFranchises.", 2438543623, 104194 
hannobuiten, "Directeur van KG Bureau", 48093107, 588 
StylishRentals, "Looking for a vacation rental anywhere in the world? We tweet the best condo, oceanfront and rental homes available (https://t.co/WhzMXE9v2v)", 355355420, 34597 
1000000NEWS, "#1000000NEWS
♛BEST NEWs,TV,GAMEs,CHAT,CHARiTY►►https://t.co/GMAsDmPw68♛
#Best #News #TV #Games #Chat #Charity #ReTWEET!!!
*mail:1000000news@gmail.com", 4056238037, 2199 
kuonryo, "おもにコンピュータいじってます。  時々小説書いてます。 電子小説感想サイト「電読王国」もよろしく！  https://t.co/eMZIRk6JZu", 307428950, 1698 
MVPTEXAS, "Where Texas Sports Fans Meet!", 72356948, 1269 
GlhFinance, "#Recrutement #informatique #Booleansearch #RH #recruitingtips ... Dénicheur de talents et chargé des relations écoles @SoftwayMedical", 1731734466, 1587 
RobertCStern, "The Social Leader. Live Streaming and all Platforms Helping businesses & individuals grow with the use of Social Media", 16927893, 8089 
kerri_xx674, "IM5 5/6 Cole, David, Dana, Will, and Gabe", 2580161502, 778 
donaldgvn, "Father of 3, grandfather of 10, full time truck driver and part-time Internet marketer, blogger and Internet Marketing Mentor.", 847311962, 1026 
1207go, "Catholic prolife, father of two. So I always give thanks to God, remembering you in my prayers.
 Eph 1:16", 272264494, 22061 
asesorfinaciero, "Conformación y manejo de portafolios de inversión en mercado nacional e internacional y en nuevos vehículos de inversión inmobiliarios a nivel internacional", 236114639, 2494 
BeauGiftCo, "We create beautiful Bespoke Gifts Hampers, Luxury Gift Experiences & Personal Gift Shopping Service for personal & corporate clients. Formally @Beaubaskets", 565711963, 2241 
Column5, "Specializing in #SAP #EPM products including SAP #BPC, #PCM, #SSM & #BOBJ #BI, World's Elite #EPM #Consultants. Contact us to learn more https://t.co/s2avsGn89M", 23856456, 1108 
CreatorTyousuke, "■■自己紹介■■ひつまぶし好きの愛知県民です。高校１年生です。得意とは言えないけどプログラミングが趣味です。■■活動内容■■一日の生活を定期ツイート・自分にとって興味のあるツイートをいいねorリツイート・その時起こった出来事をツイート(稀) フォロー歓迎です。気軽に話しかけてください。", 710000226669600769, 703 
cyborgzs, "", 765940809057394688, 41 
welove_pics, "#photography #instagram #welove", 4876731135, 452 
DrZacFitzgerald, "City-wide Clinical Lead, Acute Inpatient Service, Manchester. Con Psychiatrist (PICU). BMJ Award shortlist 2015. HSJ Award shortlist 2014.", 954676674, 1350 
Raymond_Norman, "Smart yet Simple. Lover of Peeps Animals Earth Culture Music #Sports. #Indie doin' #smm #hustle for #indies. #promotion #books #ebooks #ebay #etsy #UnitedGames", 444284249, 25524 
iCOOKiNGi, "@ifamilyi @ifriendsi & @ismilesi that always makes for a beautiful @ibreakfasti @ilunchi & @igloriousi @idinneri @ithankyoui for the sweet @irecipesi too #k2", 53513014, 878 
NiwGaild, "", 771837927882100736, 7 
JF_Rademakers, "The world is not enough - Carpe Diem - Persuing 'The Good Life'", 49351356, 4623 
AnasAlmolahi, "Photographer /Film maker owner of luxuryoman 
omani and proud", 1156372555, 211 
craigpeterson, "Top 100 Tech and Marketing Experts to Follow. Internet developer since 1983. iHeartMedia AM/FM Radio Host, Podcaster (20 Million+ downloads), and Father of 8.", 25313394, 1574 
limit2nothing, "limit2nothing is about unlimited possibilities in #business #personaldevelopment and #entrepreneurship
Your limits are what you set upon yourself.", 722307106834022400, 15 
zufuwyzacov, "Iғ yoυ wαɴт тo мαĸe ѕocιαl мedια мαrĸeтιɴɢ reαlly poѕѕιвle, Yoυ мυѕт Bυy Twιттer Foll0werѕ ғroм тнιѕ weвѕιтe  https://t.co/XDOYwYdEdq", 2484960132, 39 
IsidroCutillas, "Engineer & MPhil & MBA & PMP. Interested in Tech, Digital Marketing & E-commerce. All tweets are personal.", 460477789, 135 
Elizabeth_Maste, "USA", 771554153105465344, 154 
MotorplusDerby, "The Auto Sleeper Exhibition Centre in Derby has every model that Auto Sleeper produce plus campervans and quality used motorhomes", 318659003, 2973 
RealSocialFans, "On-page + Off-page SEO, Link building in niche related high PR sites, website audit, keyword research, competitor analysis and social media marketing expert.", 728295071762669570, 3557 
aussiefarmstay, "Aussie Farmstay and Bush Adventures, escape the city on a 4 day ecotour with Sally", 72715220, 30509 
BestCrowdFundng, "Designed to showcase the BEST CrowdFunding World-Wide Projects from all available platforms on one site Find what your interested in & help others.", 3020330388, 3094 
rickeliason, "Search & Conversion Consultant for @reloaddigital. Experimenting with growth hacks & tweeting about #SEO, #CRO, #Blogging, #Ecommerce & #Twitter.", 76039433, 2298 
Marc0Cirill0, "Passionate marketing blogger & Commercial Manager Uk&Ireland at IBM", 1280889842, 512 
AnxietyInsidaMe, "Breathe. inspired to help lost people find themselves. ucandoit", 771539005817049094, 132 
HJoubail, "Digital Communications Manager
https://t.co/kn32pWz3ty
#socialgeek, #socialmediaaddict #digitalmarketing #inboundmarketing #bookworm #catlover", 746391952497721344, 448 
TMinayie, "", 770224985629687808, 123 
Lyn4Jibbr, "Co-Founder of the future #unicorn @Jib4seniors. We provide custom #wellbeing checks for #seniors. Twin and #goldendoodle enthusiast.", 714115208738914304, 6234 
DPike1986, "Online Marketer, Content Producer, Outreach Specialist, SEO, Freelance Writer.", 757657511491055616, 9 
htxjosh, "Twitter Account Got Hacked", 4446533112, 716 
mburkeen, "Sociologist, Vietnam Era Navy vet, liberal senior citizen. Civil rights, animal rights, worker rights and women's rights are my passion.", 59816192, 1401 
roadtoabilion, "", 769643735751790593, 1708 
LinkWorxSeo, "#linkworxseo is a search engine #optimization and Internet #marketing company located in #Indianapolis, IN. providing online marketing solutions abroad.", 53125344, 2947 
cibelesmeralda, "Bio", 82024220, 78 
PepePalermo, "Escribo twitts para entendidos o sea tenés que entenderme. No bloqueo, leo y contesto lo que me escriban. Podés terminar bloqueándome. Te sigo, no corras.", 18430415, 6639 
TabudiDuncan, "My life is my life,I live my life for me,if you feel like you wanna hit me up here is my email Vanduncantabudi@gmail.com", 3366550335, 600 
RyanPikoff, "I'm a Recruiter, a Math Tutor, a Foodie, a Traveler, and a general Lover of People.  I consider everyone to be awesome, unless proven otherwise.", 769241154999189504, 34 
platinumcarserv, "Luxury Chauffeur Service for VIPS , Corporate and Personal Clients. #Kent #London #VIPS #Chauffeur #Business #Weddings #Luxury", 2787767677, 2083 
Beats_coin, "solid cryptocurrency for all around show-music industry", 771744930641416193, 643 
CESARE_IAC, "Financial Insurance Adviser for Discovery Ltd. Making people healthier, protecting and enhancing their lives. Truly Blessed. Email - cesarei@discovery.co.za", 564660026, 346 
GalPoyer, "Galerie Poyer  GalPoyer/ART GALLERY https://t.co/wnVoQk9XBI
https://t.co/h5TCUeyA7y
https://t.co/3UMKh3mFsb
https://t.co/hD6i7QASMu", 265002533, 3515 
omahamediagroup, "An award winning creative management firm. Monster Creative Management. SEO, Social Marketing, Web & Mobile Development, Cloud Hosting, Email Marketing & more.", 192736767, 64029 
BishopSPope, "Didn't sneak up on who I am. Didn't steal what I am. Won’t apologize for what The Truth made me. I do love you, however, gettin’ out is easier than gettin’ in.", 518256180, 4750 
Alanna_Jax, "I'm a #digitalmarketer #SEO, #conentmarketing, & co-founder @RabidOfficeMonk. Member of @JacksonMktgSvcs & @findandconvert teams. #doglover", 114465510, 2417 
aarogyaindia, "Our vision& Mission Healthy India Happy India,via health &wellness education also bring all health related solution under single window https://t.co/LrPQXVby78", 2208703794, 987 
SteveWongR, "", 764002352651042816, 27 
RoderickSiyandi, "Work at First National Bank (FNB); Zambian in South Africa; Singer; Songwriter; Mostly tweeting about my Savior Jesus Christ! All views and opinions are my own.", 2730648033, 5064 
LindaSwingle, "Aspiring Author-Illustrator of kids' lit. Ginger Tea addict. Laughs at self. Laughs with hubby & grand-kids. Life is good!", 1875871808, 1055 
Kamal619, "Lifelong wrestling and rey mysterio fan, honest and technology addicted gaming maniac. freelance retweeter, if it's awesome I'll post", 110483860, 892 
jp_timsit, "Prof @escrennes #Competitive & #Digital #Strategy", 337885945, 1899 
BlueJeansNet, "Making video communications easy via Mobile, Desktop and Room Systems", 278884622, 19288 
TeamCaramac, "@PowerBossPromos 
 @Ibehereforyou_  
@JensAnders1977  
@flumpymonkey  
@LenaVlinder 
@bookbloggerMGWV  - @BettyFullerB
@HeIsLilTom - @JulezPooh", 2978559785, 121823 
timeforplan_z, "Helping small businesses and startups find their digital voice. Web design and digital marketing packages starting at $49 per month.", 733642061732294656, 437 
AnnDystopianFan, "Just give me history, romance, or fantasy; then bind it in a book or play it on a screen.", 2956075401, 2134 
QroMais_Digital, "", 3744194632, 20 
4the1789uscons1, "Thirty something, married man who enjoys making a difference in the world and in the lives of others.", 2873589787, 1406 
alvinbking, "Culture, Business, Leadership, Technology, Global Affairs.", 351199715, 2979 
Imteyazray, "Gamer/ sarcastic/ twitting/ Geek/ insomniac/ Musicholic", 2584092998, 27914 
GalwayCoach, "Caitríona Ní Charra. Personal development coach. Set, reach and sustain goals. Specialisms: household budgeting; coping with post adoption tracing.", 745930032300843008, 68 
zafifafra, "fullstack developer", 3550393047, 122 
Snehal973, "happy go lucky,huge animal lover,love to sing ,passionate about life,like new opportuities", 283563970, 17 
jeffl76, "[#LGBTQA] [#Aspie] [#EqualityForALL] [#LegalizeIt] -----[#HillaryKaine2016 - #StrongerTogether]------", 376744269, 16286 
FarukJaman2, "I am a businessman", 730098192457424896, 76 
govBD, "News and articles of interest to Government business development professionals", 172488414, 2994 
MsMikals, "#Mobile is the future! #gamification #entrepreneur #strategy #digitalmedia", 92985666, 11800 
johnfabioacuna, "Ingeniero Electrónico contra todo pronóstico. Profe. Rock del bueno y apasionado por MILLOS", 314268413, 1156 
Livestream, "Powering the world's live events. Have a question? Send a tweet to @livestreamhelp", 6375322, 469751 
FUTSALHICHEM, "#StreetSoccer⚽️ #fitness #Sport #Music #Nature #Peace #Motivation #Success #Optimistic #Friendly #Lovecats #Positivethoughts✌️ #TheLawofAttraction", 972059190, 4236 
idclrWorldPeace, "The largest art project in history - designed to raise global peace consciousness #IDWP Details at http://t.co/U5xsScldex.  We need U. We follow back.", 142445186, 188393 
LilyNelsenMusic, "Fall in love with your life....every second of it.  Grab a FREE SONG at my website:) #Songwriter", 944440838, 130848 
Krans77, "CC Head Chef & part time student, got to keep busy. grow your own. #cymruambyth", 122243641, 226 
NavarroMoralesA, "Fanático de las RRSS y NNTT. Comunicación Online. En campaña permanente. Apasionado de la política. Cuenta personal", 135301340, 7150 
Tutorial2guru, "I'm Harunur Roshid, a professional-blogger from Rangpur, Bangladesh. I started Tutorialguru as a passion for online marketer and freelancer", 770370213736878080, 303 
facecardlive, "Your Reach Multiplied WORLDWIDE for only ZAR150/US$10/m with an always live and sharable online business card. The best way to market yourself and your products", 2714018788, 407 
socoslearning, "Maximizing human potential in education and beyond. Co-founded by Dr. Vivienne Ming, @neuraltheory. Find us at https://t.co/eDovckAjfG", 277125214, 728 
fitnessfooddiva, "1% Diva and 99% Fitness and Food Fanatic!", 2853768240, 3394 
AuthorSLloyd1, "OVER THE RAINBOW WITH THE FAIRIES  https://t.co/AuAuN3s95W Author of Delsey Prodigal, Cassie's Hope and The Diary Of Harri Foxx. 
WIP - Harness The Moon", 4738310007, 43437 
RobinNgethe, "Born again, #Smart, #Creative|Chef-extraordinary| #Food is my #Art|Travel enthusiast|Dancer", 441658849, 851 
somanovato, "Human being, Loves life & humor, cricket & tennis. Leads change. Follows business, health, science, travel & food", 2469610147, 193 
mygeorgebaileys, "Do you remember the Movie Its A Wonderful Life? Do you have someone in your life like George Bailey?", 2905383103, 6098 
MurrayNewlands, "Contributor Forbes, Entrepreneur Mag. Staff run, tweets from Murray are signed -mn. #motivation #leadership 
https://t.co/aUrXav0ysc", 21360280, 1208626 
ForesightROI, "Having analyzed 15,000+ events, Foresight ROI enables marketers to measure shopper ROI and confidently predict future outcomes. Turning Insight Into Foresight.", 1915314937, 550 
ColinPayn, "Life long classic cult t.v and film fan - especially 1960's and 1970's.  Fond of overseas travel when time and opportunities permit!", 608053140, 2690 
briansignorelli, "Helping marketing agencies grow @HubSpot. I work with an awesome team of 11 rock stars whose mission is to help agencies grow their business faster.", 44279382, 919 
We_Build_Blogs, "Affordable #WordPress blogs and websites for #entrepreneurs and professionals. Ask about our #socialmedia & #blogging services! Tweets by Allan Revich", 732653666352672770, 744 
mARTketinginfo, "m{art}keting: The ART in marketing! Let's streamline strategy, elevate creativity, and make YOUR BRAND GO BOOM! #marketing", 754039420056051712, 249 
payamshaheed20, "من یک ایراني فعال حقوق بشر هستم و از بيانيه 10 ماده اي خانم مريم رجوي رئيس جمهور منتخب شوراي ملي مقاومت كامل حمايت ميكنم", 771041283183869952, 21 
NikeshKandasamy, "Interested in SocialMediaMarketing, SearchEngineOptimization, GrowthHacking, SearchEngineMarketing, InfluencerMarketing, ContentMarketing and EmailMarketing.", 1342017535, 275 
ClinBioUS, "Changing Healthcare, Medical IoT, Wearable sensors, multi-vendor integration with rich Analytics", 771392028798103552, 109 
DCMLearningIre, "We work with the biggest brands in Ireland inc Symantec, Keelings and Vodafone, you can have confidence in our ability. Choose from over 300+ training courses", 757956420834848768, 156 
Larechial, "NOLA native ⚜, ATL living, lover of Christ, passionate about entrepreneurial business building, and a forever student of life ❤️", 168651523, 390 
jalapenobizmktg, "Spicy Hot Marketing | Social Media Marketing | SEO | Advertising | Graphic Design | Branding", 769339230094888960, 161 
CuriousGreg, "Whoever opposes me improves me.", 586976360, 3955 
theclimbhq, "Baby hustler.  Learning everyday.  Stop complaining and work harder. Join me on the climb!", 768527351864958976, 283 
Pro_luanguages, "We offer custom software, mobile apps, and programming help in languages such as C , C++ , java, Visual Basic ... #programminglanguages", 761243518962511872, 43 
Hayden_Works, "We are a small startup that seeks to liberate ourselves from the norm, while providing wonderful works for the public.", 770676310372909056, 31 
matthewcmorton, "A former Squash player, DJ, Music Producer & Promoter now utilising transferable skills to pivot into the world of #Entrepreneurship & #DigitalMarketing.", 736550695822884864, 305 
oshcar, "#Diseñador y Productor Publicitario #SEO #Webmarketer #SocialMedia #Geek #Vine #Joomla #Wordpress #CommunityManager #Foodie #Periscope #TurismoCultural #Inbound", 14256091, 2035 
MHPeterMoore, "Word guy, fit guy, iFaster, adventurer. Flexed my editorial muscle @MensHealthMag for 20 years. Tweets about carpeing the damn diem.", 31177241, 17712 
MercorOrg, "#Deals #AmazonUk #Ecommerce #Promote #Books #Sports https://t.co/zlIXwPiODt https://t.co/y7q88A4j7F", 467632786, 27511 
resultsathand, "Enhancing attendee engagement with custom mobile apps: http://t.co/M4y1B2mHcl Get more event tech tips and industry news at http://t.co/MC0DzQsXb7", 187336811, 648 
Nick_Dimou, "#PoliticalConsultant, #CampaignStrategist, #Journalist #HuffingtonPost", 1963114699, 11171 
kundukundu, "Developer & Development Manager at @INUSUAL #innovation", 187518473, 1498 
NudeWebdesign, "Cutting edge #social #media and #digital #marketing solutions for business. Expert #Magento #ecommerce #design & build. FREE 1st consultation.", 822916297, 3161 
brans_511, "#النصر", 585492965, 90317 
dn_rocha, "democracia, parlamentarismo, voto distrital e Lava Jato", 2161010582, 1259 
DonGustavoe, "It's only rock 'n roll but I like it", 149267333, 690 
BlocRockinTees, "Bloc Rockin Tees, Urban T-Shirts, Kickin it since  2014!", 2763616214, 510 
roberto91, "25. Half Canadian, it counts right? Digital media grad. Arsenal/Canucks. Photography / Video. Digital Marketing. Views my own", 23675013, 402 
NoveshDixit, "", 771707814389682180, 16 
mistaboxta, "*Artist *Arts Advocate *Educator *Love Graffiti & Comic Art *Social Innovation *Teacherpreneur *EdTech Instagram: mistaboxta", 132999984, 2504 
k8korm, "IBMer, tech junkie and also passionate cyclist / MTBer. Tweets / statements are my own.
#IBM #SnS #mountainbike", 1389505704, 464 
SuncoreMicrosys, "Suncore Microsystem, a leading IT services provider to small, medium and large enterprises world-wide.", 962214140, 155 
terrigjones, "divorced mom w/2 sons whom I adore! 2 English Labs, 3 cats, 1 wolfdog. Christian, conservative, love mountains #energydrink #consultant #nutrition #fitness", 1106065561, 1765 
Jennifer__Bliss, "#SocialMediaManagement company that assists Visionaries, Heart-Centered #Entrepreneurs and businesses in #Manifesting their Destiny. #AKA #TheBlissCollective", 3769122915, 402 
accessbrickhous, "Architectural & Engineering Services since 1982. Specialist in Rehab. Engineering Systems for the Physically Challenged or Senior Person Designs 4 Living Mag.", 257798296, 3079 
vksingh755, "SEO, SMM, Email marketing,  Google Adwords & Analytics Certified, Inbond Marketing, Ecommerce marketing, Mobile Marketing,  Affiliate Marketing", 736942838743699456, 341 
iappleacademyh1, "", 771614602756972545, 12 
syandasitholeSA, "A sinner who keeps on trying| Dedicated Humanitarian| Creative Visionary| Entrepreneur|@ZintombiM", 289574662, 1994 
jmacattak, "Have math, will travel. Certified Google Education Trainer.  g(Math) creator. EduCoder. ISTE2016 presenter. Texthelper! https://t.co/RIOKeww29h", 128691966, 1555 
SearchStratUK, "Digital Marketing sub-division of @digitportfolios #seo #ppc #digitaladvertising #socialmedia #analytics #contentwriting.Say hello at info@search-strategy.co.uk", 1622864868, 158 
TashaParks84, "#StrongBlackWoman, #Melanin, Healthcare Professional, Caring, My Black Is Beautiful, Independent, #Queen", 2227462530, 1991 
decrementing, "...", 2229138158, 1139 
iammuhammad_54, "", 710263002474221568, 2517 
BratislavaReal, "Right, so I'm basically bleeding my life all over the pages of a blog. How did that happen? https://t.co/S7THH3mPhE", 97675094, 2742 
Wired_Marketing, "A #UK based Email #Marketing platform & agency, providing #automation, CRM Integrations, insights & more. Start your free trial, or call 0845 467 5234 ✉️", 549942721, 1604 
RoadRacing_Liz, "Team of 12 #runningmamas training for #RagnarDC 2016", 3051522861, 1472 
